4.5043 	INFO 	Loaded monitor calibration from ['2023_11_01 17:25']
10.6161 	EXP 	Created fixation2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Sound playing:', units='height', win=Window(...), wrapWidth=1)
10.6161 	EXP 	window1: mouseVisible = False
10.6167 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0080 	EXP 	Created sequence: sequential, trialTypes=1, nReps=15, seed=None
0.0081 	EXP 	New trial (rep=0, index=0): None
0.0111 	EXP 	fixation: autoDraw = True
1.0113 	INFO 	Keyboard events cleared
1.0104 	EXP 	fixation: autoDraw = False
1.0104 	EXP 	fixation2: autoDraw = True
1.0121 	EXP 	Sound sound_stim started
1.6652 	EXP 	Sound sound_stim reached end of file
1.6653 	EXP 	Sound sound_stim reached end of file
2.4972 	EXP 	New trial (rep=1, index=0): None
2.5115 	EXP 	fixation2: autoDraw = False
2.5115 	EXP 	fixation: autoDraw = False
2.5115 	EXP 	fixation2: autoDraw = False
2.5115 	EXP 	fixation: autoDraw = True
3.5132 	INFO 	Keyboard events cleared
3.5127 	EXP 	fixation: autoDraw = False
3.5127 	EXP 	fixation2: autoDraw = True
3.5141 	EXP 	Sound sound_stim started
4.2141 	EXP 	Sound sound_stim reached end of file
4.2142 	EXP 	Sound sound_stim reached end of file
4.9991 	EXP 	New trial (rep=2, index=0): None
5.0140 	EXP 	fixation2: autoDraw = False
5.0140 	EXP 	fixation: autoDraw = False
5.0140 	EXP 	fixation2: autoDraw = False
5.0140 	EXP 	fixation: autoDraw = True
6.0149 	INFO 	Keyboard events cleared
6.0145 	EXP 	fixation: autoDraw = False
6.0145 	EXP 	fixation2: autoDraw = True
6.0155 	EXP 	Sound sound_stim started
6.7220 	EXP 	Sound sound_stim reached end of file
6.7221 	EXP 	Sound sound_stim reached end of file
7.5011 	EXP 	New trial (rep=3, index=0): None
7.5158 	EXP 	fixation2: autoDraw = False
7.5158 	EXP 	fixation: autoDraw = False
7.5158 	EXP 	fixation2: autoDraw = False
7.5158 	EXP 	fixation: autoDraw = True
8.5003 	INFO 	Keyboard events cleared
8.4998 	EXP 	fixation2: autoDraw = True
8.5013 	EXP 	Sound sound_stim started
8.5167 	EXP 	fixation: autoDraw = False
8.7185 	EXP 	2back_diagram: status = STOPPED
8.7334 	EXP 	fixation2: autoDraw = False
8.7335 	EXP 	2back_diagram: status = STOPPED
8.7385 	INFO 	saved data to 'C:\\Users\\Adyant Balaji\\Downloads\\nBack-20250729T003258Z-1-001\\nBack\\data/865826_2back_diagram_2025-07-28_17h48.45.390.csv'
8.7402 	INFO 	saved data to C:\Users\Adyant Balaji\Downloads\nBack-20250729T003258Z-1-001\nBack\data/865826_2back_diagram_2025-07-28_17h48.45.390.psydat
8.9766 	EXP 	window1: mouseVisible = True
